,geo_value,time_value,covid_cases,confirmed_covid_visit,doctor_visits,hospital_admissions,google_anosmia_volume,google_ageusia_volume,covid_deaths,geo_value_t_minus_1,time_value_t_minus_1,covid_cases_t_minus_1,confirmed_covid_vist_t_minus_1,doctor_visits_t_minus_1,hospital_admissions_t_minus_1,google_anosmia_volume_t_minus_1,google_ageusia_volume_t_minus_1,covid_deaths_t_minus,covid_cases_t_plus_one
1939,6,2021-03-17,88503.0,0.5042471,3.533366,3.5625,0.15,0.15,995.0,6,2021-03-16,88443.0,0.5254661,3.728385,2.986583,0.12,0.15,978.0,88567.0
1940,6,2021-03-18,88567.0,0.5856797,4.388258,4.483447,0.17,0.15,1011.0,6,2021-03-17,88503.0,0.5042471,3.533366,3.5625,0.15,0.15,995.0,88623.0
1941,6,2021-03-19,88623.0,0.6421558,4.087061,5.3998,0.12,0.15,1017.0,6,2021-03-18,88567.0,0.5856797,4.388258,4.483447,0.17,0.15,1011.0,88679.0
1942,6,2021-03-20,88679.0,0.6151245,4.207878,6.657814,0.12,0.13,1028.0,6,2021-03-19,88623.0,0.6421558,4.087061,5.3998,0.12,0.15,1017.0,88712.0
1943,6,2021-03-21,88712.0,0.6596503,4.142622,9.133334,0.12,0.13,1060.0,6,2021-03-20,88679.0,0.6151245,4.207878,6.657814,0.12,0.13,1028.0,88741.0
1944,6,2021-03-22,88741.0,0.7516268,3.974123,10.46699,0.17,0.15,1079.0,6,2021-03-21,88712.0,0.6596503,4.142622,9.133334,0.12,0.13,1060.0,88804.0
1945,6,2021-03-23,88804.0,0.6685095,4.092858,10.841011,0.11,0.15,1085.0,6,2021-03-22,88741.0,0.7516268,3.974123,10.46699,0.17,0.15,1079.0,88872.0
1946,6,2021-03-24,88872.0,0.6262971,3.903561,10.437454,0.25,0.2,1105.0,6,2021-03-23,88804.0,0.6685095,4.092858,10.841011,0.11,0.15,1085.0,88978.0
1947,6,2021-03-25,88978.0,0.5704998,3.608733,9.717591,0.21,0.14,1124.0,6,2021-03-24,88872.0,0.6262971,3.903561,10.437454,0.25,0.2,1105.0,89023.0
1948,6,2021-03-26,89023.0,0.5538987,3.648624,8.855448,0.19,0.19,1152.0,6,2021-03-25,88978.0,0.5704998,3.608733,9.717591,0.21,0.14,1124.0,89055.0
1949,6,2021-03-27,89055.0,0.5294228,3.382092,8.290228,0.19,0.19,1176.0,6,2021-03-26,89023.0,0.5538987,3.648624,8.855448,0.19,0.19,1152.0,89081.0
1950,6,2021-03-28,89081.0,0.5534462,3.23128,6.743189,0.27,0.13,1201.0,6,2021-03-27,89055.0,0.5294228,3.382092,8.290228,0.19,0.19,1176.0,89099.0
1951,6,2021-03-29,89099.0,0.6883006,3.100869,7.024136,0.15,0.11,1224.0,6,2021-03-28,89081.0,0.5534462,3.23128,6.743189,0.27,0.13,1201.0,89141.0
1952,6,2021-03-30,89141.0,0.5934377,3.169695,6.171264,0.29,0.15,1232.0,6,2021-03-29,89099.0,0.6883006,3.100869,7.024136,0.15,0.11,1224.0,89186.0
1953,6,2021-03-31,89186.0,0.5288422,2.930887,5.267047,0.13,0.15,1238.0,6,2021-03-30,89141.0,0.5934377,3.169695,6.171264,0.29,0.15,1232.0,89225.0
1954,6,2021-04-01,89225.0,0.4699443,3.068233,4.618955,0.17,0.17,1249.0,6,2021-03-31,89186.0,0.5288422,2.930887,5.267047,0.13,0.15,1238.0,89264.0
1955,6,2021-04-02,89264.0,0.467093,2.907513,4.188467,0.22,0.17,1262.0,6,2021-04-01,89225.0,0.4699443,3.068233,4.618955,0.17,0.17,1249.0,89294.0
1956,6,2021-04-03,89294.0,0.4441426,2.818278,3.68776,0.24,0.17,1266.0,6,2021-04-02,89264.0,0.467093,2.907513,4.188467,0.22,0.17,1262.0,89311.0
1959,6,2021-04-07,89426.0,0.4849,2.671097,2.204608,0.25,0.2,1278.0,6,2021-04-06,89374.0,0.5093312,2.703334,2.660575,0.24,0.11,1277.0,89469.0
1960,6,2021-04-08,89469.0,0.4835419,2.430564,2.190009,0.18,0.2,1283.0,6,2021-04-07,89426.0,0.4849,2.671097,2.204608,0.25,0.2,1278.0,89503.0
1961,6,2021-04-09,89503.0,0.4636437,2.973381,2.319711,0.18,0.2,1289.0,6,2021-04-08,89469.0,0.4835419,2.430564,2.190009,0.18,0.2,1283.0,89546.0
1962,6,2021-04-10,89546.0,0.4388025,3.047163,2.385297,0.15,0.2,1289.0,6,2021-04-09,89503.0,0.4636437,2.973381,2.319711,0.18,0.2,1289.0,89583.0
1963,6,2021-04-11,89583.0,0.5129724,3.05947,2.470806,0.16,0.12,1289.0,6,2021-04-10,89546.0,0.4388025,3.047163,2.385297,0.15,0.2,1289.0,89597.0
1964,6,2021-04-12,89597.0,0.6086088,3.152262,4.51876,0.21,0.1,1289.0,6,2021-04-11,89583.0,0.5129724,3.05947,2.470806,0.16,0.12,1289.0,89653.0
1965,6,2021-04-13,89653.0,0.5434513,3.542046,4.595514,0.12,0.16,1291.0,6,2021-04-12,89597.0,0.6086088,3.152262,4.51876,0.21,0.1,1289.0,89685.0
1966,6,2021-04-14,89685.0,0.5223472,3.109219,4.304629,0.12,0.1,1291.0,6,2021-04-13,89653.0,0.5434513,3.542046,4.595514,0.12,0.16,1291.0,89727.0
1967,6,2021-04-15,89727.0,0.4984403,2.751146,3.991597,0.1,0.1,1296.0,6,2021-04-14,89685.0,0.5223472,3.109219,4.304629,0.12,0.1,1291.0,89751.0
1968,6,2021-04-16,89751.0,0.4413627,2.821628,3.229215,0.18,0.1,1302.0,6,2021-04-15,89727.0,0.4984403,2.751146,3.991597,0.1,0.1,1296.0,89781.0
1969,6,2021-04-17,89781.0,0.3942922,2.644986,2.568942,0.28,0.1,1307.0,6,2021-04-16,89751.0,0.4413627,2.821628,3.229215,0.18,0.1,1302.0,89810.0
1970,6,2021-04-18,89810.0,0.5804764,2.517366,1.873157,0.28,0.16,1307.0,6,2021-04-17,89781.0,0.3942922,2.644986,2.568942,0.28,0.1,1307.0,89828.0
1971,6,2021-04-19,89828.0,0.5795693,2.371707,1.312397,0.17,0.16,1307.0,6,2021-04-18,89810.0,0.5804764,2.517366,1.873157,0.28,0.16,1307.0,89859.0
1972,6,2021-04-20,89859.0,0.5145387,2.662475,1.191572,0.17,0.16,1316.0,6,2021-04-19,89828.0,0.5795693,2.371707,1.312397,0.17,0.16,1307.0,89887.0
1973,6,2021-04-21,89887.0,0.4592347,2.921734,1.171335,0.16,0.14,1318.0,6,2021-04-20,89859.0,0.5145387,2.662475,1.191572,0.17,0.16,1316.0,89922.0
1974,6,2021-04-22,89922.0,0.4171012,3.159626,1.259262,0.12,0.11,1320.0,6,2021-04-21,89887.0,0.4592347,2.921734,1.171335,0.16,0.14,1318.0,89966.0
1975,6,2021-04-23,89966.0,0.4249169,3.363379,1.599281,0.12,0.11,1330.0,6,2021-04-22,89922.0,0.4171012,3.159626,1.259262,0.12,0.11,1320.0,90007.0
1976,6,2021-04-24,90007.0,0.3936512,3.326063,1.992706,0.12,0.11,1330.0,6,2021-04-23,89966.0,0.4249169,3.363379,1.599281,0.12,0.11,1330.0,90032.0
1979,6,2021-04-28,90136.0,0.354934,2.920079,3.403742,0.17,0.1,1333.0,6,2021-04-27,90111.0,0.3790919,3.241764,3.451544,0.14,0.12,1330.0,90190.0
1980,6,2021-04-29,90190.0,0.3510275,3.483034,3.359798,0.17,0.1,1334.0,6,2021-04-28,90136.0,0.354934,2.920079,3.403742,0.17,0.1,1333.0,90220.0
1981,6,2021-04-30,90220.0,0.3324565,3.623302,3.090905,0.17,0.1,1338.0,6,2021-04-29,90190.0,0.3510275,3.483034,3.359798,0.17,0.1,1334.0,90252.0
1984,6,2021-05-04,90354.0,0.3879886,2.833687,3.258091,0.12,0.12,1343.0,6,2021-05-03,90296.0,0.4439447,2.564396,3.068066,0.17,0.12,1339.0,90389.0
1985,6,2021-05-05,90389.0,0.3749598,2.715604,3.739274,0.12,0.1,1346.0,6,2021-05-04,90354.0,0.3879886,2.833687,3.258091,0.12,0.12,1343.0,90422.0
1986,6,2021-05-06,90422.0,0.3634223,2.942299,4.266354,0.12,0.1,1352.0,6,2021-05-05,90389.0,0.3749598,2.715604,3.739274,0.12,0.1,1346.0,90463.0
1987,6,2021-05-07,90463.0,0.3449008,2.51927,4.941251,0.12,0.11,1352.0,6,2021-05-06,90422.0,0.3634223,2.942299,4.266354,0.12,0.1,1352.0,90488.0
1988,6,2021-05-08,90488.0,0.355719,2.319162,5.746523,0.12,0.13,1358.0,6,2021-05-07,90463.0,0.3449008,2.51927,4.941251,0.12,0.11,1352.0,90501.0
1989,6,2021-05-09,90501.0,0.4586161,2.102405,6.147621,0.17,0.13,1358.0,6,2021-05-08,90488.0,0.355719,2.319162,5.746523,0.12,0.13,1358.0,90524.0
1990,6,2021-05-10,90524.0,0.6231286,1.935096,6.252275,0.17,0.13,1358.0,6,2021-05-09,90501.0,0.4586161,2.102405,6.147621,0.17,0.13,1358.0,90552.0
1991,6,2021-05-11,90552.0,0.5056509,2.75539,6.041071,0.14,0.13,1358.0,6,2021-05-10,90524.0,0.6231286,1.935096,6.252275,0.17,0.13,1358.0,90594.0
1992,6,2021-05-12,90594.0,0.4719717,3.311295,5.562422,0.14,0.1,1358.0,6,2021-05-11,90552.0,0.5056509,2.75539,6.041071,0.14,0.13,1358.0,90620.0
1993,6,2021-05-13,90620.0,0.4519621,3.575058,4.661492,0.14,0.16,1359.0,6,2021-05-12,90594.0,0.4719717,3.311295,5.562422,0.14,0.1,1358.0,90655.0
1996,6,2021-05-18,90754.0,0.4733153,2.590176,1.784468,0.16,0.12,1361.0,6,2021-05-17,90721.0,0.5150164,2.126267,2.041283,0.12,0.14,1361.0,90783.0
1997,6,2021-05-19,90783.0,0.4685852,2.825792,1.658071,0.13,0.13,1364.0,6,2021-05-18,90754.0,0.4733153,2.590176,1.784468,0.16,0.12,1361.0,90817.0
1998,6,2021-05-20,90817.0,0.4575283,2.424719,1.777183,0.13,0.13,1364.0,6,2021-05-19,90783.0,0.4685852,2.825792,1.658071,0.13,0.13,1364.0,90844.0
1999,6,2021-05-21,90844.0,0.4360927,2.414896,1.927446,0.13,0.13,1365.0,6,2021-05-20,90817.0,0.4575283,2.424719,1.777183,0.13,0.13,1364.0,90865.0
2000,6,2021-05-22,90865.0,0.3707926,2.256546,1.924423,0.16,0.13,1368.0,6,2021-05-21,90844.0,0.4360927,2.414896,1.927446,0.13,0.13,1365.0,90879.0
2001,6,2021-05-23,90879.0,0.3727838,1.968307,1.943498,0.14,0.12,1368.0,6,2021-05-22,90865.0,0.3707926,2.256546,1.924423,0.16,0.13,1368.0,90891.0
2002,6,2021-05-24,90891.0,0.4643579,1.641886,1.987208,0.1,0.1,1368.0,6,2021-05-23,90879.0,0.3727838,1.968307,1.943498,0.14,0.12,1368.0,90913.0
2003,6,2021-05-25,90913.0,0.3511038,1.438603,2.179324,0.1,0.1,1370.0,6,2021-05-24,90891.0,0.4643579,1.641886,1.987208,0.1,0.1,1368.0,90940.0
2004,6,2021-05-26,90940.0,0.3304508,2.145571,2.382314,0.1,0.1,1370.0,6,2021-05-25,90913.0,0.3511038,1.438603,2.179324,0.1,0.1,1370.0,90970.0
2005,6,2021-05-27,90970.0,0.3298635,2.237221,2.581309,0.13,0.1,1371.0,6,2021-05-26,90940.0,0.3304508,2.145571,2.382314,0.1,0.1,1370.0,90994.0
2006,6,2021-05-28,90994.0,0.2745153,1.907302,2.385046,0.13,0.13,1373.0,6,2021-05-27,90970.0,0.3298635,2.237221,2.581309,0.13,0.1,1371.0,91010.0
2007,6,2021-05-29,91010.0,0.2734212,1.839907,2.27428,0.16,0.13,1374.0,6,2021-05-28,90994.0,0.2745153,1.907302,2.385046,0.13,0.13,1373.0,91027.0
2008,6,2021-05-30,91027.0,0.2819563,1.94425,2.130369,0.13,0.13,1374.0,6,2021-05-29,91010.0,0.2734212,1.839907,2.27428,0.16,0.13,1374.0,91037.0
2009,6,2021-05-31,91037.0,0.331021,2.268826,2.063981,0.19,0.13,1374.0,6,2021-05-30,91027.0,0.2819563,1.94425,2.130369,0.13,0.13,1374.0,91053.0
2010,6,2021-06-01,91053.0,0.4077731,2.56642,2.121997,0.19,0.12,1374.0,6,2021-05-31,91037.0,0.331021,2.268826,2.063981,0.19,0.13,1374.0,91088.0
2011,6,2021-06-02,91088.0,0.3765029,2.263256,2.062844,0.19,0.12,1379.0,6,2021-06-01,91053.0,0.4077731,2.56642,2.121997,0.19,0.12,1374.0,91115.0
2012,6,2021-06-03,91115.0,0.3599201,2.050153,2.062844,0.2,0.11,1379.0,6,2021-06-02,91088.0,0.3765029,2.263256,2.062844,0.19,0.12,1379.0,91141.0
2013,6,2021-06-04,91141.0,0.3510029,1.618342,2.062844,0.2,0.11,1381.0,6,2021-06-03,91115.0,0.3599201,2.050153,2.062844,0.2,0.11,1379.0,91168.0
2014,6,2021-06-05,91168.0,0.3388501,1.546751,1.483944,0.14,0.11,1383.0,6,2021-06-04,91141.0,0.3510029,1.618342,2.062844,0.2,0.11,1381.0,91186.0
2015,6,2021-06-06,91186.0,0.3560251,1.43529,1.816508,0.14,0.11,1383.0,6,2021-06-05,91168.0,0.3388501,1.546751,1.483944,0.14,0.11,1383.0,91198.0
2016,6,2021-06-07,91198.0,0.3455118,1.431961,1.610141,0.13,0.15,1383.0,6,2021-06-06,91186.0,0.3560251,1.43529,1.816508,0.14,0.11,1383.0,91216.0
2017,6,2021-06-08,91216.0,0.3269386,1.80092,1.462265,0.24,0.15,1384.0,6,2021-06-07,91198.0,0.3455118,1.431961,1.610141,0.13,0.15,1383.0,91232.0
2018,6,2021-06-09,91232.0,0.3304023,2.200654,1.210322,0.24,0.15,1385.0,6,2021-06-08,91216.0,0.3269386,1.80092,1.462265,0.24,0.15,1384.0,91252.0
2019,6,2021-06-10,91252.0,0.3154602,2.314911,0.869459,0.2,0.12,1385.0,6,2021-06-09,91232.0,0.3304023,2.200654,1.210322,0.24,0.15,1385.0,91265.0
2020,6,2021-06-11,91265.0,0.2975908,2.228697,0.609752,0.2,0.12,1385.0,6,2021-06-10,91252.0,0.3154602,2.314911,0.869459,0.2,0.12,1385.0,91279.0
2021,6,2021-06-12,91279.0,0.2839619,2.375659,0.420431,0.2,0.12,1385.0,6,2021-06-11,91265.0,0.2975908,2.228697,0.609752,0.2,0.12,1385.0,91291.0
2024,6,2021-06-17,91374.0,0.2750692,3.453302,0.299108,0.17,0.11,1386.0,6,2021-06-16,91346.0,0.3023309,3.429726,0.288849,0.17,0.11,1386.0,91395.0
2025,6,2021-06-18,91395.0,0.3128749,3.087566,0.312883,0.17,0.11,1387.0,6,2021-06-17,91374.0,0.2750692,3.453302,0.299108,0.17,0.11,1386.0,91410.0
2028,6,2021-06-24,91501.0,0.3207762,0.981053,0.338061,0.11,0.16,1390.0,6,2021-06-23,91487.0,0.359049,1.135362,0.329807,0.11,0.16,1390.0,91524.0
2031,6,2021-06-30,91632.0,0.3112626,2.067376,0.437216,0.12,0.18,1392.0,6,2021-06-29,91613.0,0.3250218,1.804291,0.437216,0.15,0.18,1391.0,91653.0
2032,6,2021-07-01,91653.0,0.3140811,2.154074,0.437216,0.12,0.12,1392.0,6,2021-06-30,91632.0,0.3112626,2.067376,0.437216,0.12,0.18,1392.0,91691.0
2038,6,2021-07-14,92167.0,0.4304597,1.491912,0.346374,0.16,0.12,1398.0,6,2021-07-13,92098.0,0.4191323,1.761446,0.345649,0.17,0.12,1397.0,92253.0
2039,6,2021-07-15,92253.0,0.3956569,1.413165,0.351108,0.17,0.12,1398.0,6,2021-07-14,92167.0,0.4304597,1.491912,0.346374,0.16,0.12,1398.0,92316.0
2040,6,2021-07-16,92316.0,0.4346738,1.664527,0.352889,0.17,0.23,1399.0,6,2021-07-15,92253.0,0.3956569,1.413165,0.351108,0.17,0.12,1398.0,92386.0
2041,6,2021-07-17,92386.0,0.4350417,1.644085,0.360754,0.13,0.23,1399.0,6,2021-07-16,92316.0,0.4346738,1.664527,0.352889,0.17,0.23,1399.0,92448.0
2042,6,2021-07-18,92448.0,0.6083072,1.506759,0.365982,0.13,0.23,1399.0,6,2021-07-17,92386.0,0.4350417,1.644085,0.360754,0.13,0.23,1399.0,92504.0
2043,6,2021-07-19,92504.0,0.6285628,1.447975,0.36931,0.22,0.12,1401.0,6,2021-07-18,92448.0,0.6083072,1.506759,0.365982,0.13,0.23,1399.0,92630.0
2044,6,2021-07-20,92630.0,0.6972792,2.172828,0.364363,0.15,0.12,1401.0,6,2021-07-19,92504.0,0.6285628,1.447975,0.36931,0.22,0.12,1401.0,92742.0
2045,6,2021-07-21,92742.0,0.6906308,2.185173,0.357976,0.18,0.12,1401.0,6,2021-07-20,92630.0,0.6972792,2.172828,0.364363,0.15,0.12,1401.0,92848.0
2046,6,2021-07-22,92848.0,0.6172151,2.158712,0.348693,0.12,0.16,1401.0,6,2021-07-21,92742.0,0.6906308,2.185173,0.357976,0.18,0.12,1401.0,92958.0
2047,6,2021-07-23,92958.0,0.6266774,2.54344,0.330572,0.27,0.14,1402.0,6,2021-07-22,92848.0,0.6172151,2.158712,0.348693,0.12,0.16,1401.0,93066.0
2048,6,2021-07-24,93066.0,0.5980087,2.648782,0.64485,0.19,0.21,1402.0,6,2021-07-23,92958.0,0.6266774,2.54344,0.330572,0.27,0.14,1402.0,93147.0
2049,6,2021-07-25,93147.0,0.6812403,2.676596,0.788706,0.15,0.21,1402.0,6,2021-07-24,93066.0,0.5980087,2.648782,0.64485,0.19,0.21,1402.0,93225.0
2050,6,2021-07-26,93225.0,0.748304,2.692792,1.438198,0.19,0.23,1404.0,6,2021-07-25,93147.0,0.6812403,2.676596,0.788706,0.15,0.21,1402.0,93396.0
2051,6,2021-07-27,93396.0,0.6775306,2.945067,2.207208,0.2,0.13,1405.0,6,2021-07-26,93225.0,0.748304,2.692792,1.438198,0.19,0.23,1404.0,93555.0
2052,6,2021-07-28,93555.0,0.6724184,3.205367,3.014719,0.23,0.22,1405.0,6,2021-07-27,93396.0,0.6775306,2.945067,2.207208,0.2,0.13,1405.0,93720.0
2053,6,2021-07-29,93720.0,0.6425875,3.098892,4.109133,0.18,0.14,1410.0,6,2021-07-28,93555.0,0.6724184,3.205367,3.014719,0.23,0.22,1405.0,93873.0
2054,6,2021-07-30,93873.0,0.7418227,4.556405,5.227189,0.2,0.25,1410.0,6,2021-07-29,93720.0,0.6425875,3.098892,4.109133,0.18,0.14,1410.0,94078.0
2055,6,2021-07-31,94078.0,0.7909304,4.442492,6.388671,0.23,0.21,1410.0,6,2021-07-30,93873.0,0.7418227,4.556405,5.227189,0.2,0.25,1410.0,94201.0
2056,6,2021-08-01,94201.0,0.9886535,4.242242,8.259852,0.18,0.14,1410.0,6,2021-07-31,94078.0,0.7909304,4.442492,6.388671,0.23,0.21,1410.0,94354.0
2057,6,2021-08-02,94354.0,1.0876513,4.177245,9.002158,0.15,0.17,1411.0,6,2021-08-01,94201.0,0.9886535,4.242242,8.259852,0.18,0.14,1410.0,94616.0
2058,6,2021-08-03,94616.0,1.0739367,4.845847,9.376187,0.2,0.28,1412.0,6,2021-08-02,94354.0,1.0876513,4.177245,9.002158,0.15,0.17,1411.0,94862.0
2059,6,2021-08-04,94862.0,1.1130656,4.896951,9.768301,0.3,0.25,1413.0,6,2021-08-03,94616.0,1.0739367,4.845847,9.376187,0.2,0.28,1412.0,95102.0
2060,6,2021-08-05,95102.0,1.1799753,4.673807,9.817529,0.17,0.12,1413.0,6,2021-08-04,94862.0,1.1130656,4.896951,9.768301,0.3,0.25,1413.0,95330.0
2061,6,2021-08-06,95330.0,1.2515704,4.443639,9.422616,0.25,0.24,1414.0,6,2021-08-05,95102.0,1.1799753,4.673807,9.817529,0.17,0.12,1413.0,95537.0
2062,6,2021-08-07,95537.0,1.3131449,4.477711,9.29443,0.17,0.17,1414.0,6,2021-08-06,95330.0,1.2515704,4.443639,9.422616,0.25,0.24,1414.0,95685.0
2063,6,2021-08-08,95685.0,1.4587684,4.775356,10.208035,0.28,0.15,1414.0,6,2021-08-07,95537.0,1.3131449,4.477711,9.29443,0.17,0.17,1414.0,95817.0
2064,6,2021-08-09,95817.0,1.6139504,5.032744,10.264328,0.28,0.28,1414.0,6,2021-08-08,95685.0,1.4587684,4.775356,10.208035,0.28,0.15,1414.0,96113.0
2065,6,2021-08-10,96113.0,1.571467,4.974804,10.487552,0.43,0.29,1414.0,6,2021-08-09,95817.0,1.6139504,5.032744,10.264328,0.28,0.28,1414.0,96400.0
2066,6,2021-08-11,96400.0,1.6049884,5.768658,10.546852,0.36,0.18,1418.0,6,2021-08-10,96113.0,1.571467,4.974804,10.487552,0.43,0.29,1414.0,96687.0
2067,6,2021-08-12,96687.0,1.5986456,5.522646,10.510945,0.29,0.16,1419.0,6,2021-08-11,96400.0,1.6049884,5.768658,10.546852,0.36,0.18,1418.0,96977.0
2068,6,2021-08-13,96977.0,1.5922265,5.3306,10.51171,0.35,0.29,1419.0,6,2021-08-12,96687.0,1.5986456,5.522646,10.510945,0.29,0.16,1419.0,97247.0
2069,6,2021-08-14,97247.0,1.5343852,5.07746,10.352938,0.47,0.21,1419.0,6,2021-08-13,96977.0,1.5922265,5.3306,10.51171,0.35,0.29,1419.0,97412.0
2070,6,2021-08-15,97412.0,1.8321402,4.868191,9.940909,0.39,0.35,1419.0,6,2021-08-14,97247.0,1.5343852,5.07746,10.352938,0.47,0.21,1419.0,97502.0
2071,6,2021-08-16,97502.0,2.2477042,4.760473,9.409895,0.4,0.28,1421.0,6,2021-08-15,97412.0,1.8321402,4.868191,9.940909,0.39,0.35,1419.0,97647.0
2072,6,2021-08-17,97647.0,2.0728264,4.804355,8.986833,0.21,0.26,1421.0,6,2021-08-16,97502.0,2.2477042,4.760473,9.409895,0.4,0.28,1421.0,97954.0
2073,6,2021-08-18,97954.0,2.0371901,4.388976,8.637165,0.3,0.19,1426.0,6,2021-08-17,97647.0,2.0728264,4.804355,8.986833,0.21,0.26,1421.0,97979.0
2074,6,2021-08-19,97979.0,1.9558016,4.698582,8.391507,0.29,0.23,1428.0,6,2021-08-18,97954.0,2.0371901,4.388976,8.637165,0.3,0.19,1426.0,97979.0
2075,6,2021-08-20,97979.0,1.9775615,5.256108,7.933947,0.35,0.21,1430.0,6,2021-08-19,97979.0,1.9558016,4.698582,8.391507,0.29,0.23,1428.0,98901.0
2076,6,2021-08-21,98901.0,1.9732222,5.442687,7.327015,0.39,0.45,1430.0,6,2021-08-20,97979.0,1.9775615,5.256108,7.933947,0.35,0.21,1430.0,99204.0
2077,6,2021-08-22,99204.0,2.1449283,5.540381,7.131427,0.21,0.3,1430.0,6,2021-08-21,98901.0,1.9732222,5.442687,7.327015,0.39,0.45,1430.0,99612.0
2078,6,2021-08-23,99612.0,2.2818457,5.36236,6.991491,0.25,0.34,1433.0,6,2021-08-22,99204.0,2.1449283,5.540381,7.131427,0.21,0.3,1430.0,99902.0
2079,6,2021-08-24,99902.0,2.19117,5.787034,6.939022,0.37,0.23,1433.0,6,2021-08-23,99612.0,2.2818457,5.36236,6.991491,0.25,0.34,1433.0,100679.0
2080,6,2021-08-25,100679.0,2.1631876,5.520757,6.558219,0.38,0.38,1437.0,6,2021-08-24,99902.0,2.19117,5.787034,6.939022,0.37,0.23,1433.0,100774.0
2081,6,2021-08-26,100774.0,2.0646496,5.93486,6.048922,0.28,0.19,1438.0,6,2021-08-25,100679.0,2.1631876,5.520757,6.558219,0.38,0.38,1437.0,100818.0
2082,6,2021-08-27,100818.0,2.1517492,6.50271,6.272892,0.38,0.31,1443.0,6,2021-08-26,100774.0,2.0646496,5.93486,6.048922,0.28,0.19,1438.0,101534.0
2083,6,2021-08-28,101534.0,2.1198183,6.518548,6.781511,0.38,0.28,1443.0,6,2021-08-27,100818.0,2.1517492,6.50271,6.272892,0.38,0.31,1443.0,101803.0
2084,6,2021-08-29,101803.0,2.2071323,6.320598,6.986449,0.45,0.38,1443.0,6,2021-08-28,101534.0,2.1198183,6.518548,6.781511,0.38,0.28,1443.0,102364.0
2085,6,2021-08-30,102364.0,2.4362415,6.200984,7.350875,0.22,0.18,1447.0,6,2021-08-29,101803.0,2.2071323,6.320598,6.986449,0.45,0.38,1443.0,102660.0
2086,6,2021-08-31,102660.0,2.2811386,5.554045,8.038527,0.23,0.3,1450.0,6,2021-08-30,102364.0,2.4362415,6.200984,7.350875,0.22,0.18,1447.0,103130.0
2087,6,2021-09-01,103130.0,2.2662368,5.881628,9.028604,0.29,0.32,1458.0,6,2021-08-31,102660.0,2.2811386,5.554045,8.038527,0.23,0.3,1450.0,103178.0
2088,6,2021-09-02,103178.0,2.3309136,6.121016,10.154666,0.19,0.3,1463.0,6,2021-09-01,103130.0,2.2662368,5.881628,9.028604,0.29,0.32,1458.0,103178.0
2089,6,2021-09-03,103178.0,2.4278924,6.344899,11.393345,0.39,0.29,1467.0,6,2021-09-02,103178.0,2.3309136,6.121016,10.154666,0.19,0.3,1463.0,103178.0
2090,6,2021-09-04,103178.0,2.519217,6.280425,11.579542,0.44,0.36,1467.0,6,2021-09-03,103178.0,2.4278924,6.344899,11.393345,0.39,0.29,1467.0,104549.0
2091,6,2021-09-05,104549.0,2.8587936,6.028504,11.949742,0.21,0.3,1467.0,6,2021-09-04,103178.0,2.519217,6.280425,11.579542,0.44,0.36,1467.0,104885.0
2092,6,2021-09-06,104885.0,3.0078748,5.663578,12.117241,0.32,0.41,1467.0,6,2021-09-05,104549.0,2.8587936,6.028504,11.949742,0.21,0.3,1467.0,105146.0
2093,6,2021-09-07,105146.0,3.2409391,5.598548,11.505935,0.26,0.16,1470.0,6,2021-09-06,104885.0,3.0078748,5.663578,12.117241,0.32,0.41,1467.0,105594.0
2094,6,2021-09-08,105594.0,3.2003101,5.658503,11.098169,0.35,0.22,1471.0,6,2021-09-07,105146.0,3.2409391,5.598548,11.505935,0.26,0.16,1470.0,105637.0
2095,6,2021-09-09,105637.0,3.0833646,5.701418,10.524514,0.61,0.27,1476.0,6,2021-09-08,105594.0,3.2003101,5.658503,11.098169,0.35,0.22,1471.0,105637.0
2096,6,2021-09-10,105637.0,2.9323475,6.587423,10.504053,0.28,0.21,1481.0,6,2021-09-09,105637.0,3.0833646,5.701418,10.524514,0.61,0.27,1476.0,106828.0
2097,6,2021-09-11,106828.0,2.7736206,7.607067,11.249347,0.45,0.35,1481.0,6,2021-09-10,105637.0,2.9323475,6.587423,10.504053,0.28,0.21,1481.0,106850.0
2098,6,2021-09-12,106850.0,3.1080395,8.289,12.139041,0.3,0.34,1481.0,6,2021-09-11,106828.0,2.7736206,7.607067,11.249347,0.45,0.35,1481.0,107461.0
2099,6,2021-09-13,107461.0,3.2309937,7.990469,12.887092,0.26,0.2,1486.0,6,2021-09-12,106850.0,3.1080395,8.289,12.139041,0.3,0.34,1481.0,107759.0
2100,6,2021-09-14,107759.0,3.0107062,7.257771,13.403896,0.29,0.26,1490.0,6,2021-09-13,107461.0,3.2309937,7.990469,12.887092,0.26,0.2,1486.0,107794.0
2101,6,2021-09-15,107794.0,2.8129483,6.590391,13.420103,0.32,0.4,1495.0,6,2021-09-14,107759.0,3.0107062,7.257771,13.403896,0.29,0.26,1490.0,107794.0
2102,6,2021-09-16,107794.0,2.5068633,6.763198,12.871075,0.31,0.23,1499.0,6,2021-09-15,107794.0,2.8129483,6.590391,13.420103,0.32,0.4,1495.0,107794.0
2103,6,2021-09-17,107794.0,2.3310087,7.657596,12.034909,0.2,0.25,1500.0,6,2021-09-16,107794.0,2.5068633,6.763198,12.871075,0.31,0.23,1499.0,109287.0
