,geo_value,time_value,covid_cases,confirmed_covid_visit,doctor_visits,hospital_admissions,google_anosmia_volume,google_ageusia_volume,covid_deaths,geo_value_t_minus_1,time_value_t_minus_1,covid_cases_t_minus_1,confirmed_covid_vist_t_minus_1,doctor_visits_t_minus_1,hospital_admissions_t_minus_1,google_anosmia_volume_t_minus_1,google_ageusia_volume_t_minus_1,covid_deaths_t_minus,covid_cases_t_plus_one
1787,6,2020-10-16,33373.0,1.03527,3.655203,2.992403,0.1,0.16,403.0,6,2020-10-15,33225.0,1.046841,3.31051,2.728013,0.15,0.16,403.0,33373.0
1788,6,2020-10-17,33373.0,1.043623,3.52567,3.356587,0.15,0.19,405.0,6,2020-10-16,33373.0,1.03527,3.655203,2.992403,0.1,0.16,403.0,33448.0
1789,6,2020-10-18,33448.0,1.073286,3.363653,3.638148,0.15,0.19,405.0,6,2020-10-17,33373.0,1.043623,3.52567,3.356587,0.15,0.19,405.0,33497.0
1790,6,2020-10-19,33497.0,1.09133,3.297236,3.936353,0.15,0.14,405.0,6,2020-10-18,33448.0,1.073286,3.363653,3.638148,0.15,0.19,405.0,33551.0
1791,6,2020-10-20,33551.0,1.125811,3.444258,4.247158,0.12,0.14,408.0,6,2020-10-19,33497.0,1.09133,3.297236,3.936353,0.15,0.14,405.0,33630.0
1792,6,2020-10-21,33630.0,1.118937,3.316164,4.572739,0.11,0.1,410.0,6,2020-10-20,33551.0,1.125811,3.444258,4.247158,0.12,0.14,408.0,33669.0
1793,6,2020-10-22,33669.0,1.117731,2.976729,4.833966,0.12,0.1,411.0,6,2020-10-21,33630.0,1.118937,3.316164,4.572739,0.11,0.1,410.0,33775.0
1794,6,2020-10-23,33775.0,1.133174,2.902355,4.890789,0.14,0.1,411.0,6,2020-10-22,33669.0,1.117731,2.976729,4.833966,0.12,0.1,411.0,33813.0
1795,6,2020-10-24,33813.0,1.092496,3.367181,4.893893,0.13,0.17,411.0,6,2020-10-23,33775.0,1.133174,2.902355,4.890789,0.14,0.1,411.0,33881.0
1796,6,2020-10-25,33881.0,1.131328,3.52742,4.799396,0.13,0.15,411.0,6,2020-10-24,33813.0,1.092496,3.367181,4.893893,0.13,0.17,411.0,33928.0
1797,6,2020-10-26,33928.0,1.215412,3.830297,4.526913,0.14,0.12,411.0,6,2020-10-25,33881.0,1.131328,3.52742,4.799396,0.13,0.15,411.0,33928.0
1798,6,2020-10-27,33928.0,1.188613,3.56012,4.384414,0.1,0.11,415.0,6,2020-10-26,33928.0,1.215412,3.830297,4.526913,0.14,0.12,411.0,34114.0
1799,6,2020-10-28,34114.0,1.199153,4.396746,4.211783,0.1,0.11,415.0,6,2020-10-27,33928.0,1.188613,3.56012,4.384414,0.1,0.11,415.0,34154.0
1800,6,2020-10-29,34154.0,1.229991,4.489493,4.234891,0.11,0.11,417.0,6,2020-10-28,34114.0,1.199153,4.396746,4.211783,0.1,0.11,415.0,34308.0
1801,6,2020-10-30,34308.0,1.391169,4.610558,4.481924,0.11,0.12,418.0,6,2020-10-29,34154.0,1.229991,4.489493,4.234891,0.11,0.11,417.0,34378.0
1802,6,2020-10-31,34378.0,1.3289,4.964234,4.913744,0.2,0.18,419.0,6,2020-10-30,34308.0,1.391169,4.610558,4.481924,0.11,0.12,418.0,34457.0
1803,6,2020-11-01,34457.0,1.419369,5.252126,5.634229,0.16,0.13,419.0,6,2020-10-31,34378.0,1.3289,4.964234,4.913744,0.2,0.18,419.0,34563.0
1804,6,2020-11-02,34563.0,1.516266,5.352696,6.179116,0.23,0.16,419.0,6,2020-11-01,34457.0,1.419369,5.252126,5.634229,0.16,0.13,419.0,34676.0
1805,6,2020-11-03,34676.0,1.427815,5.548266,6.454223,0.13,0.15,420.0,6,2020-11-02,34563.0,1.516266,5.352696,6.179116,0.23,0.16,419.0,34779.0
1806,6,2020-11-04,34779.0,1.487886,5.768294,6.466891,0.16,0.14,421.0,6,2020-11-03,34676.0,1.427815,5.548266,6.454223,0.13,0.15,420.0,34973.0
1807,6,2020-11-05,34973.0,1.695379,5.303898,6.056738,0.17,0.15,423.0,6,2020-11-04,34779.0,1.487886,5.768294,6.466891,0.16,0.14,421.0,35063.0
1808,6,2020-11-06,35063.0,1.592145,5.270542,5.400177,0.17,0.19,424.0,6,2020-11-05,34973.0,1.695379,5.303898,6.056738,0.17,0.15,423.0,35205.0
1809,6,2020-11-07,35205.0,1.51993,5.607835,4.602559,0.17,0.22,424.0,6,2020-11-06,35063.0,1.592145,5.270542,5.400177,0.17,0.19,424.0,35394.0
1810,6,2020-11-08,35394.0,1.580464,5.963991,3.739335,0.18,0.16,424.0,6,2020-11-07,35205.0,1.51993,5.607835,4.602559,0.17,0.22,424.0,35467.0
1811,6,2020-11-09,35467.0,1.681475,6.393728,3.063037,0.2,0.13,424.0,6,2020-11-08,35394.0,1.580464,5.963991,3.739335,0.18,0.16,424.0,35610.0
1812,6,2020-11-10,35610.0,1.658621,6.333537,2.339486,0.14,0.14,424.0,6,2020-11-09,35467.0,1.681475,6.393728,3.063037,0.2,0.13,424.0,35818.0
1813,6,2020-11-11,35818.0,1.632036,6.737294,2.19071,0.23,0.28,424.0,6,2020-11-10,35610.0,1.658621,6.333537,2.339486,0.14,0.14,424.0,36069.0
1814,6,2020-11-12,36069.0,1.700289,6.209977,1.632167,0.24,0.21,425.0,6,2020-11-11,35818.0,1.632036,6.737294,2.19071,0.23,0.28,424.0,36227.0
1815,6,2020-11-13,36227.0,1.913006,6.78214,1.208296,0.16,0.2,427.0,6,2020-11-12,36069.0,1.700289,6.209977,1.632167,0.24,0.21,425.0,36470.0
1816,6,2020-11-14,36470.0,1.916902,6.496351,0.86916,0.23,0.27,427.0,6,2020-11-13,36227.0,1.913006,6.78214,1.208296,0.16,0.2,427.0,36618.0
1817,6,2020-11-15,36618.0,2.029372,6.449599,0.765317,0.23,0.13,427.0,6,2020-11-14,36470.0,1.916902,6.496351,0.86916,0.23,0.27,427.0,36919.0
1818,6,2020-11-16,36919.0,2.149403,6.476028,1.167202,0.25,0.33,427.0,6,2020-11-15,36618.0,2.029372,6.449599,0.765317,0.23,0.13,427.0,37141.0
1819,6,2020-11-17,37141.0,2.264191,6.456105,1.772624,0.27,0.28,427.0,6,2020-11-16,36919.0,2.149403,6.476028,1.167202,0.25,0.33,427.0,37323.0
1820,6,2020-11-18,37323.0,2.221359,6.301426,2.290082,0.26,0.25,432.0,6,2020-11-17,37141.0,2.264191,6.456105,1.772624,0.27,0.28,427.0,37632.0
1821,6,2020-11-19,37632.0,2.25059,7.41353,3.037807,0.31,0.29,432.0,6,2020-11-18,37323.0,2.221359,6.301426,2.290082,0.26,0.25,432.0,37982.0
1822,6,2020-11-20,37982.0,1.397444,7.526876,3.696176,0.29,0.2,435.0,6,2020-11-19,37632.0,2.25059,7.41353,3.037807,0.31,0.29,432.0,38316.0
1823,6,2020-11-21,38316.0,1.315107,9.402139,4.221571,0.32,0.28,440.0,6,2020-11-20,37982.0,1.397444,7.526876,3.696176,0.29,0.2,435.0,38519.0
1824,6,2020-11-22,38519.0,1.472678,10.304834,4.742989,0.33,0.21,440.0,6,2020-11-21,38316.0,1.315107,9.402139,4.221571,0.32,0.28,440.0,39437.0
1825,6,2020-11-23,39437.0,1.462954,11.384268,5.48685,0.44,0.36,440.0,6,2020-11-22,38519.0,1.472678,10.304834,4.742989,0.33,0.21,440.0,39721.0
1826,6,2020-11-24,39721.0,1.394947,11.045035,6.027153,0.4,0.4,442.0,6,2020-11-23,39437.0,1.462954,11.384268,5.48685,0.44,0.36,440.0,39990.0
1827,6,2020-11-25,39990.0,1.355945,11.308816,6.650771,0.45,0.45,443.0,6,2020-11-24,39721.0,1.394947,11.045035,6.027153,0.4,0.4,442.0,40337.0
1828,6,2020-11-26,40337.0,1.419582,11.141773,7.455278,0.34,0.36,443.0,6,2020-11-25,39990.0,1.355945,11.308816,6.650771,0.45,0.45,443.0,40632.0
1829,6,2020-11-27,40632.0,2.073149,11.310524,7.933464,0.42,0.39,443.0,6,2020-11-26,40337.0,1.419582,11.141773,7.455278,0.34,0.36,443.0,41328.0
1830,6,2020-11-28,41328.0,2.363307,12.116004,8.526696,0.32,0.45,443.0,6,2020-11-27,40632.0,2.073149,11.310524,7.933464,0.42,0.39,443.0,41827.0
1831,6,2020-11-29,41827.0,2.45255,12.951721,9.212427,0.5,0.43,443.0,6,2020-11-28,41328.0,2.363307,12.116004,8.526696,0.32,0.45,443.0,41957.0
1832,6,2020-11-30,41957.0,2.470558,13.658169,10.211575,0.43,0.4,443.0,6,2020-11-29,41827.0,2.45255,12.951721,9.212427,0.5,0.43,443.0,42614.0
1833,6,2020-12-01,42614.0,2.274611,12.721144,10.335267,0.45,0.41,444.0,6,2020-11-30,41957.0,2.470558,13.658169,10.211575,0.43,0.4,443.0,42937.0
1834,6,2020-12-02,42937.0,2.129538,11.900097,10.324608,0.37,0.34,446.0,6,2020-12-01,42614.0,2.274611,12.721144,10.335267,0.45,0.41,444.0,43355.0
1835,6,2020-12-03,43355.0,2.035278,12.604115,9.909184,0.42,0.4,447.0,6,2020-12-02,42937.0,2.129538,11.900097,10.324608,0.37,0.34,446.0,43860.0
1836,6,2020-12-04,43860.0,1.931274,12.634614,9.115608,0.39,0.36,450.0,6,2020-12-03,43355.0,2.035278,12.604115,9.909184,0.42,0.4,447.0,44327.0
1837,6,2020-12-05,44327.0,1.810799,11.299634,8.439742,0.61,0.48,451.0,6,2020-12-04,43860.0,1.931274,12.634614,9.115608,0.39,0.36,450.0,45078.0
1838,6,2020-12-06,45078.0,1.766572,10.265593,7.505012,0.71,0.58,451.0,6,2020-12-05,44327.0,1.810799,11.299634,8.439742,0.61,0.48,451.0,45342.0
1839,6,2020-12-07,45342.0,1.756775,9.386484,6.795122,0.45,0.4,451.0,6,2020-12-06,45078.0,1.766572,10.265593,7.505012,0.71,0.58,451.0,46397.0
1840,6,2020-12-08,46397.0,1.73697,9.14203,5.914483,0.45,0.34,452.0,6,2020-12-07,45342.0,1.756775,9.386484,6.795122,0.45,0.4,451.0,47411.0
1841,6,2020-12-09,47411.0,1.887601,8.955518,5.297481,0.45,0.34,458.0,6,2020-12-08,46397.0,1.73697,9.14203,5.914483,0.45,0.34,452.0,48401.0
1842,6,2020-12-10,48401.0,1.999912,9.015196,4.819945,0.47,0.39,458.0,6,2020-12-09,47411.0,1.887601,8.955518,5.297481,0.45,0.34,458.0,49232.0
1843,6,2020-12-11,49232.0,1.969891,8.305624,5.425863,0.55,0.45,462.0,6,2020-12-10,48401.0,1.999912,9.015196,4.819945,0.47,0.39,458.0,49939.0
1844,6,2020-12-12,49939.0,1.998497,9.790043,5.544656,0.53,0.6,462.0,6,2020-12-11,49232.0,1.969891,8.305624,5.425863,0.55,0.45,462.0,50624.0
1845,6,2020-12-13,50624.0,2.097716,11.017595,5.686212,0.79,0.55,464.0,6,2020-12-12,49939.0,1.998497,9.790043,5.544656,0.53,0.6,462.0,51612.0
1846,6,2020-12-14,51612.0,2.352716,12.15692,5.862734,0.68,0.49,464.0,6,2020-12-13,50624.0,2.097716,11.017595,5.686212,0.79,0.55,464.0,53694.0
1847,6,2020-12-15,53694.0,2.29163,12.421918,6.493206,0.57,0.48,465.0,6,2020-12-14,51612.0,2.352716,12.15692,5.862734,0.68,0.49,464.0,54681.0
1848,6,2020-12-16,54681.0,2.42681,12.927801,6.793669,0.63,0.61,465.0,6,2020-12-15,53694.0,2.29163,12.421918,6.493206,0.57,0.48,465.0,55801.0
1849,6,2020-12-17,55801.0,2.426287,13.436814,7.598414,0.5,0.51,471.0,6,2020-12-16,54681.0,2.42681,12.927801,6.793669,0.63,0.61,465.0,56687.0
1850,6,2020-12-18,56687.0,2.507295,14.978453,8.386514,0.44,0.6,474.0,6,2020-12-17,55801.0,2.426287,13.436814,7.598414,0.5,0.51,471.0,57205.0
1851,6,2020-12-19,57205.0,2.477356,14.621226,9.464943,0.63,0.66,476.0,6,2020-12-18,56687.0,2.507295,14.978453,8.386514,0.44,0.6,474.0,58200.0
1852,6,2020-12-20,58200.0,3.791143,14.19472,9.99683,0.76,0.62,476.0,6,2020-12-19,57205.0,2.477356,14.621226,9.464943,0.63,0.66,476.0,60260.0
1853,6,2020-12-21,60260.0,2.5546,13.934552,10.625739,0.69,0.72,476.0,6,2020-12-20,58200.0,3.791143,14.19472,9.99683,0.76,0.62,476.0,61324.0
1854,6,2020-12-22,61324.0,2.723815,13.758557,11.468449,0.85,0.76,477.0,6,2020-12-21,60260.0,2.5546,13.934552,10.625739,0.69,0.72,476.0,62439.0
1855,6,2020-12-23,62439.0,2.973783,14.597428,12.277298,0.9,0.74,480.0,6,2020-12-22,61324.0,2.723815,13.758557,11.468449,0.85,0.76,477.0,63044.0
1856,6,2020-12-24,63044.0,3.060085,13.504825,13.070521,0.71,0.62,480.0,6,2020-12-23,62439.0,2.973783,14.597428,12.277298,0.9,0.74,480.0,59601.0
1857,6,2020-12-25,59601.0,3.298393,13.547498,14.330947,0.67,0.66,480.0,6,2020-12-24,63044.0,3.060085,13.504825,13.070521,0.71,0.62,480.0,60417.0
1858,6,2020-12-26,60417.0,3.7708,13.821085,15.434604,0.74,0.7,480.0,6,2020-12-25,59601.0,3.298393,13.547498,14.330947,0.67,0.66,480.0,61174.0
1859,6,2020-12-27,61174.0,3.802472,14.057894,16.162084,0.69,0.71,481.0,6,2020-12-26,60417.0,3.7708,13.821085,15.434604,0.74,0.7,480.0,61914.0
1860,6,2020-12-28,61914.0,4.012328,15.156983,16.509023,0.79,0.65,497.0,6,2020-12-27,61174.0,3.802472,14.057894,16.162084,0.69,0.71,481.0,62392.0
1861,6,2020-12-29,62392.0,4.17939,15.754542,17.382734,0.78,0.72,499.0,6,2020-12-28,61914.0,4.012328,15.156983,16.509023,0.79,0.65,497.0,63096.0
1862,6,2020-12-30,63096.0,4.746218,16.353209,18.529458,0.71,0.64,505.0,6,2020-12-29,62392.0,4.17939,15.754542,17.382734,0.78,0.72,499.0,63592.0
1863,6,2020-12-31,63592.0,4.660787,16.103388,19.093709,0.83,0.65,507.0,6,2020-12-30,63096.0,4.746218,16.353209,18.529458,0.71,0.64,505.0,64311.0
1864,6,2021-01-01,64311.0,4.951821,16.208842,19.726839,0.76,0.64,507.0,6,2020-12-31,63592.0,4.660787,16.103388,19.093709,0.83,0.65,507.0,64773.0
1865,6,2021-01-02,64773.0,5.211112,17.328921,19.604762,0.85,0.67,507.0,6,2021-01-01,64311.0,4.951821,16.208842,19.726839,0.76,0.64,507.0,65593.0
1866,6,2021-01-03,65593.0,5.016987,18.054598,18.553626,0.83,0.72,507.0,6,2021-01-02,64773.0,5.211112,17.328921,19.604762,0.85,0.67,507.0,66308.0
1867,6,2021-01-04,66308.0,4.818926,18.746682,17.59453,0.59,0.59,513.0,6,2021-01-03,65593.0,5.016987,18.054598,18.553626,0.83,0.72,507.0,67557.0
1868,6,2021-01-05,67557.0,3.942297,17.430888,16.9818,0.68,0.66,519.0,6,2021-01-04,66308.0,4.818926,18.746682,17.59453,0.59,0.59,513.0,68634.0
1869,6,2021-01-06,68634.0,3.882461,16.650081,16.095177,0.45,0.55,522.0,6,2021-01-05,67557.0,3.942297,17.430888,16.9818,0.68,0.66,519.0,69704.0
1870,6,2021-01-07,69704.0,3.908409,14.999985,14.58862,0.6,0.69,524.0,6,2021-01-06,68634.0,3.882461,16.650081,16.095177,0.45,0.55,522.0,70644.0
1871,6,2021-01-08,70644.0,3.974936,13.84011,13.184077,0.71,0.42,524.0,6,2021-01-07,69704.0,3.908409,14.999985,14.58862,0.6,0.69,524.0,71496.0
1872,6,2021-01-09,71496.0,3.908462,14.450588,11.831016,0.76,0.59,527.0,6,2021-01-08,70644.0,3.974936,13.84011,13.184077,0.71,0.42,524.0,72057.0
1873,6,2021-01-10,72057.0,4.18489,14.869542,10.768053,0.55,0.56,527.0,6,2021-01-09,71496.0,3.908462,14.450588,11.831016,0.76,0.59,527.0,72514.0
1874,6,2021-01-11,72514.0,4.144552,15.332109,9.768056,0.42,0.33,527.0,6,2021-01-10,72057.0,4.18489,14.869542,10.768053,0.55,0.56,527.0,73337.0
1875,6,2021-01-12,73337.0,3.795916,13.887301,9.191092,0.43,0.44,529.0,6,2021-01-11,72514.0,4.144552,15.332109,9.768056,0.42,0.33,527.0,74188.0
1876,6,2021-01-13,74188.0,3.645492,12.694545,9.125469,0.51,0.44,535.0,6,2021-01-12,73337.0,3.795916,13.887301,9.191092,0.43,0.44,529.0,74886.0
1877,6,2021-01-14,74886.0,3.625128,11.063261,9.717042,0.53,0.44,536.0,6,2021-01-13,74188.0,3.645492,12.694545,9.125469,0.51,0.44,535.0,75549.0
1878,6,2021-01-15,75549.0,3.538019,10.475724,10.293893,0.44,0.37,543.0,6,2021-01-14,74886.0,3.625128,11.063261,9.717042,0.53,0.44,536.0,76213.0
1879,6,2021-01-16,76213.0,3.333763,10.659146,11.474473,0.62,0.55,550.0,6,2021-01-15,75549.0,3.538019,10.475724,10.293893,0.44,0.37,543.0,76622.0
1880,6,2021-01-17,76622.0,3.298799,10.854615,12.058885,0.44,0.47,550.0,6,2021-01-16,76213.0,3.333763,10.659146,11.474473,0.62,0.55,550.0,76984.0
1881,6,2021-01-18,76984.0,3.640691,11.285312,13.127265,0.45,0.36,550.0,6,2021-01-17,76622.0,3.298799,10.854615,12.058885,0.44,0.47,550.0,77533.0
1882,6,2021-01-19,77533.0,3.213903,11.001316,14.698571,0.31,0.26,550.0,6,2021-01-18,76984.0,3.640691,11.285312,13.127265,0.45,0.36,550.0,78170.0
1883,6,2021-01-20,78170.0,3.157798,9.617568,14.94314,0.42,0.3,557.0,6,2021-01-19,77533.0,3.213903,11.001316,14.698571,0.31,0.26,550.0,78754.0
1884,6,2021-01-21,78754.0,2.859574,8.896685,15.009584,0.3,0.23,568.0,6,2021-01-20,78170.0,3.157798,9.617568,14.94314,0.42,0.3,557.0,79203.0
1885,6,2021-01-22,79203.0,2.631808,8.190107,15.448895,0.26,0.22,572.0,6,2021-01-21,78754.0,2.859574,8.896685,15.009584,0.3,0.23,568.0,79613.0
1886,6,2021-01-23,79613.0,2.21483,8.083249,14.838013,0.35,0.18,575.0,6,2021-01-22,79203.0,2.631808,8.190107,15.448895,0.26,0.22,572.0,79908.0
1887,6,2021-01-24,79908.0,2.011248,8.05876,14.500105,0.44,0.35,575.0,6,2021-01-23,79613.0,2.21483,8.083249,14.838013,0.35,0.18,575.0,80150.0
1888,6,2021-01-25,80150.0,1.99915,8.028129,13.775491,0.27,0.21,576.0,6,2021-01-24,79908.0,2.011248,8.05876,14.500105,0.44,0.35,575.0,80588.0
1889,6,2021-01-26,80588.0,1.869271,8.494681,13.504868,0.26,0.24,576.0,6,2021-01-25,80150.0,1.99915,8.028129,13.775491,0.27,0.21,576.0,80976.0
1890,6,2021-01-27,80976.0,1.76521,7.888544,13.255147,0.28,0.25,585.0,6,2021-01-26,80588.0,1.869271,8.494681,13.504868,0.26,0.24,576.0,81401.0
1891,6,2021-01-28,81401.0,1.62535,7.733444,13.432326,0.26,0.25,594.0,6,2021-01-27,80976.0,1.76521,7.888544,13.255147,0.28,0.25,585.0,81712.0
1892,6,2021-01-29,81712.0,1.56402,7.912021,13.916451,0.17,0.3,601.0,6,2021-01-28,81401.0,1.62535,7.733444,13.432326,0.26,0.25,594.0,82040.0
1893,6,2021-01-30,82040.0,1.541316,7.30862,14.702452,0.23,0.23,609.0,6,2021-01-29,81712.0,1.56402,7.912021,13.916451,0.17,0.3,601.0,82265.0
1894,6,2021-01-31,82265.0,1.482989,6.913109,15.905506,0.29,0.32,609.0,6,2021-01-30,82040.0,1.541316,7.30862,14.702452,0.23,0.23,609.0,82467.0
1895,6,2021-02-01,82467.0,1.673698,6.737588,18.024186,0.28,0.26,609.0,6,2021-01-31,82265.0,1.482989,6.913109,15.905506,0.29,0.32,609.0,82962.0
1896,6,2021-02-02,82962.0,1.556442,6.567489,19.678927,0.19,0.2,611.0,6,2021-02-01,82467.0,1.673698,6.737588,18.024186,0.28,0.26,609.0,83356.0
1897,6,2021-02-03,83356.0,1.457183,6.284205,20.787097,0.26,0.26,626.0,6,2021-02-02,82962.0,1.556442,6.567489,19.678927,0.19,0.2,611.0,83658.0
1898,6,2021-02-04,83658.0,1.357606,6.406312,21.641974,0.27,0.17,635.0,6,2021-02-03,83356.0,1.457183,6.284205,20.787097,0.26,0.26,626.0,83899.0
1899,6,2021-02-05,83899.0,1.300263,6.753529,21.744568,0.34,0.21,643.0,6,2021-02-04,83658.0,1.357606,6.406312,21.641974,0.27,0.17,635.0,84170.0
1900,6,2021-02-06,84170.0,1.213377,6.09584,20.457904,0.19,0.19,644.0,6,2021-02-05,83899.0,1.300263,6.753529,21.744568,0.34,0.21,643.0,84337.0
1901,6,2021-02-07,84337.0,1.321947,5.979875,18.065997,0.22,0.18,644.0,6,2021-02-06,84170.0,1.213377,6.09584,20.457904,0.19,0.19,644.0,84487.0
1902,6,2021-02-08,84487.0,1.578523,5.932717,15.506134,0.29,0.32,644.0,6,2021-02-07,84337.0,1.321947,5.979875,18.065997,0.22,0.18,644.0,84730.0
1903,6,2021-02-09,84730.0,1.542902,5.675353,12.196635,0.11,0.16,645.0,6,2021-02-08,84487.0,1.578523,5.932717,15.506134,0.29,0.32,644.0,84945.0
1904,6,2021-02-10,84945.0,1.464573,4.966967,9.726013,0.14,0.14,649.0,6,2021-02-09,84730.0,1.542902,5.675353,12.196635,0.11,0.16,645.0,85192.0
1905,6,2021-02-11,85192.0,1.39633,5.090196,7.636807,0.23,0.19,662.0,6,2021-02-10,84945.0,1.464573,4.966967,9.726013,0.14,0.14,649.0,85395.0
1906,6,2021-02-12,85395.0,1.32862,5.25731,6.179329,0.15,0.2,662.0,6,2021-02-11,85192.0,1.39633,5.090196,7.636807,0.23,0.19,662.0,85582.0
1907,6,2021-02-13,85582.0,1.197546,5.130874,5.460238,0.31,0.21,672.0,6,2021-02-12,85395.0,1.32862,5.25731,6.179329,0.15,0.2,662.0,85691.0
1908,6,2021-02-14,85691.0,1.200663,5.009502,4.88367,0.28,0.22,672.0,6,2021-02-13,85582.0,1.197546,5.130874,5.460238,0.31,0.21,672.0,85779.0
1909,6,2021-02-15,85779.0,1.203276,5.009185,4.59502,0.18,0.18,672.0,6,2021-02-14,85691.0,1.200663,5.009502,4.88367,0.28,0.22,672.0,85936.0
1910,6,2021-02-16,85936.0,1.079329,5.218253,4.447662,0.24,0.14,672.0,6,2021-02-15,85779.0,1.203276,5.009185,4.59502,0.18,0.18,672.0,86079.0
1911,6,2021-02-17,86079.0,0.984955,4.909669,4.596969,0.19,0.21,675.0,6,2021-02-16,85936.0,1.079329,5.218253,4.447662,0.24,0.14,672.0,86209.0
1912,6,2021-02-18,86209.0,0.963795,4.864126,4.515301,0.25,0.16,712.0,6,2021-02-17,86079.0,0.984955,4.909669,4.596969,0.19,0.21,675.0,86328.0
1913,6,2021-02-19,86328.0,0.978255,4.875934,4.489944,0.15,0.16,726.0,6,2021-02-18,86209.0,0.963795,4.864126,4.515301,0.25,0.16,712.0,86483.0
1914,6,2021-02-20,86483.0,0.926093,4.573712,4.317197,0.12,0.22,746.0,6,2021-02-19,86328.0,0.978255,4.875934,4.489944,0.15,0.16,726.0,86552.0
1915,6,2021-02-21,86552.0,0.961132,4.337595,3.716519,0.2,0.24,758.0,6,2021-02-20,86483.0,0.926093,4.573712,4.317197,0.12,0.22,746.0,86622.0
1916,6,2021-02-22,86622.0,1.095587,4.126581,3.139834,0.14,0.24,768.0,6,2021-02-21,86552.0,0.961132,4.337595,3.716519,0.2,0.24,758.0,86747.0
1917,6,2021-02-23,86747.0,0.977929,3.811762,2.577128,0.2,0.18,771.0,6,2021-02-22,86622.0,1.095587,4.126581,3.139834,0.14,0.24,768.0,86861.0
1918,6,2021-02-24,86861.0,0.9336005,3.059096,1.890279,0.17,0.12,771.0,6,2021-02-23,86747.0,0.977929,3.811762,2.577128,0.2,0.18,771.0,86997.0
1919,6,2021-02-25,86997.0,0.8771436,3.546015,1.249865,0.13,0.16,796.0,6,2021-02-24,86861.0,0.9336005,3.059096,1.890279,0.17,0.12,771.0,87130.0
1920,6,2021-02-26,87130.0,0.8530713,3.578474,1.022105,0.21,0.16,811.0,6,2021-02-25,86997.0,0.8771436,3.546015,1.249865,0.13,0.16,796.0,87244.0
1921,6,2021-02-27,87244.0,0.7509323,3.287433,0.899542,0.23,0.16,812.0,6,2021-02-26,87130.0,0.8530713,3.578474,1.022105,0.21,0.16,811.0,87322.0
1922,6,2021-02-28,87322.0,0.7796194,3.134061,0.858148,0.19,0.12,836.0,6,2021-02-27,87244.0,0.7509323,3.287433,0.899542,0.23,0.16,812.0,87382.0
1923,6,2021-03-01,87382.0,1.05295,3.040325,0.922138,0.13,0.15,862.0,6,2021-02-28,87322.0,0.7796194,3.134061,0.858148,0.19,0.12,836.0,87497.0
1924,6,2021-03-02,87497.0,0.9701137,2.978861,1.135794,0.23,0.21,887.0,6,2021-03-01,87382.0,1.05295,3.040325,0.922138,0.13,0.15,862.0,87585.0
1925,6,2021-03-03,87585.0,0.9357217,3.039683,1.675777,0.12,0.16,900.0,6,2021-03-02,87497.0,0.9701137,2.978861,1.135794,0.23,0.21,887.0,87690.0
1926,6,2021-03-04,87690.0,0.8046619,3.355104,2.540343,0.17,0.14,909.0,6,2021-03-03,87585.0,0.9357217,3.039683,1.675777,0.12,0.16,900.0,87763.0
1927,6,2021-03-05,87763.0,0.7233695,3.333836,3.354497,0.12,0.16,922.0,6,2021-03-04,87690.0,0.8046619,3.355104,2.540343,0.17,0.14,909.0,87850.0
1928,6,2021-03-06,87850.0,0.6793873,3.268548,3.884444,0.22,0.16,927.0,6,2021-03-05,87763.0,0.7233695,3.333836,3.354497,0.12,0.16,922.0,87888.0
1929,6,2021-03-07,87888.0,0.7170612,3.186224,4.735634,0.18,0.16,927.0,6,2021-03-06,87850.0,0.6793873,3.268548,3.884444,0.22,0.16,927.0,87935.0
1930,6,2021-03-08,87935.0,0.7114569,3.308701,4.994611,0.15,0.15,927.0,6,2021-03-07,87888.0,0.7170612,3.186224,4.735634,0.18,0.16,927.0,88021.0
1931,6,2021-03-09,88021.0,0.6081458,3.347889,5.004311,0.24,0.11,927.0,6,2021-03-08,87935.0,0.7114569,3.308701,4.994611,0.15,0.15,927.0,88089.0
1932,6,2021-03-10,88089.0,0.6477925,3.100147,4.772327,0.16,0.15,933.0,6,2021-03-09,88021.0,0.6081458,3.347889,5.004311,0.24,0.11,927.0,88167.0
1933,6,2021-03-11,88167.0,0.6378187,3.40251,4.276495,0.14,0.15,949.0,6,2021-03-10,88089.0,0.6477925,3.100147,4.772327,0.16,0.15,933.0,88235.0
1934,6,2021-03-12,88235.0,0.582204,3.56738,3.72378,0.12,0.15,967.0,6,2021-03-11,88167.0,0.6378187,3.40251,4.276495,0.14,0.15,949.0,88289.0
1935,6,2021-03-13,88289.0,0.5262495,3.471183,3.228774,0.33,0.16,972.0,6,2021-03-12,88235.0,0.582204,3.56738,3.72378,0.12,0.15,967.0,88324.0
1936,6,2021-03-14,88324.0,0.5252047,3.301852,2.716524,0.12,0.16,973.0,6,2021-03-13,88289.0,0.5262495,3.471183,3.228774,0.33,0.16,972.0,88363.0
1937,6,2021-03-15,88363.0,0.5760125,3.283363,2.774824,0.14,0.12,973.0,6,2021-03-14,88324.0,0.5252047,3.301852,2.716524,0.12,0.16,973.0,88443.0
1938,6,2021-03-16,88443.0,0.5254661,3.728385,2.986583,0.12,0.15,978.0,6,2021-03-15,88363.0,0.5760125,3.283363,2.774824,0.14,0.12,973.0,88503.0
